City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Usinsk,65.9939,57.5281,30.67,95,100,21.52,RU,2021-11-03 20:38:12
297,Gaoua,10.2992,-3.2508,82.83,37,13,1.1,BF,2021-11-03 20:38:12
298,Tura,25.5198,90.2201,62.85,91,5,3.18,IN,2021-11-03 20:38:13
299,Svetlogorsk,52.6333,29.7333,41.81,90,7,7.9,BY,2021-11-03 20:38:13
300,Merauke,-8.4667,140.3333,78.15,88,20,10.83,ID,2021-11-03 20:38:13
301,Husavik,66.0449,-17.3389,40.91,77,88,18.97,IS,2021-11-03 20:38:13
302,Frontera,26.9333,-101.45,78.33,57,100,1.99,MX,2021-11-03 20:38:14
303,Grindavik,63.8424,-22.4338,43.27,87,90,21.85,IS,2021-11-03 20:38:14
304,Marienburg,54.0359,19.0266,47.95,88,49,6.44,PL,2021-11-03 20:38:14
305,Cherskiy,68.75,161.3,-18.87,98,85,6.49,RU,2021-11-03 20:38:15
306,Faanui,-16.4833,-151.75,78.31,79,14,7.49,PF,2021-11-03 20:38:15
307,San Joaquin,37.9333,-121.3011,74.79,64,1,3.44,US,2021-11-03 20:38:15
308,Limenaria,40.6261,24.5786,59.94,83,3,2.53,GR,2021-11-03 20:37:05
309,Narsaq,60.9167,-46.05,35.82,98,100,4.34,GL,2021-11-03 20:38:16
310,Diebougou,10.9667,-3.25,84.58,33,5,1.16,BF,2021-11-03 20:38:16
311,Lompoc,34.6391,-120.4579,85.01,64,1,6.91,US,2021-11-03 20:34:43
312,Nhulunbuy,-12.2333,136.7667,79.41,89,7,0.0,AU,2021-11-03 20:38:17
313,Ucluelet,48.9329,-125.5528,54.09,92,100,1.99,CA,2021-11-03 20:37:57
314,Punta Alta,-38.8759,-62.0736,83.19,35,65,19.24,AR,2021-11-03 20:38:17
315,Rundu,-17.9333,19.7667,83.5,19,100,3.58,NA,2021-11-03 20:37:08
316,Keti Bandar,24.1447,67.4497,79.02,53,3,3.31,PK,2021-11-03 20:38:17
317,Lukulu,-14.3707,23.242,72.41,64,99,4.27,ZM,2021-11-03 20:38:18
318,Okha,53.5739,142.9478,31.59,93,45,11.63,RU,2021-11-03 20:38:18
319,Acarau,-2.8856,-40.12,80.78,73,2,15.05,BR,2021-11-03 20:38:18
320,Ahipara,-35.1667,173.1667,57.72,71,80,5.77,NZ,2021-11-03 20:38:19
321,Beaverlodge,55.2166,-119.4361,40.35,61,91,5.61,CA,2021-11-03 20:39:19
322,Abu Samrah,35.3029,37.1841,62.15,65,0,4.83,SY,2021-11-03 20:39:19
323,Jian,27.1172,114.9793,62.96,98,100,2.71,CN,2021-11-03 20:39:20
324,Muromtsevo,56.3724,75.2418,-1.05,98,40,4.65,RU,2021-11-03 20:39:20
325,Dali,25.7,100.1833,47.91,85,1,4.47,CN,2021-11-03 20:39:20
326,Leshukonskoye,64.8989,45.7622,36.97,91,100,11.81,RU,2021-11-03 20:39:21
327,Ola,59.5833,151.2833,21.15,93,100,4.32,RU,2021-11-03 20:39:21
328,Cauquenes,-35.9671,-72.3225,53.82,58,100,8.63,CL,2021-11-03 20:39:21
329,Birjand,32.8663,59.2211,50.47,29,0,4.61,IR,2021-11-03 20:39:22
330,Cockburn Town,21.4612,-71.1419,80.56,78,40,6.91,TC,2021-11-03 20:39:22
331,Nanaimo,49.1663,-123.936,54.82,96,90,3.0,CA,2021-11-03 20:38:38
332,Cabedelo,-6.9811,-34.8339,83.07,74,26,12.8,BR,2021-11-03 20:39:22
333,Mount Isa,-20.7333,139.5,71.37,83,8,2.3,AU,2021-11-03 20:39:23
334,Warmbad,-28.45,18.7333,69.75,21,1,14.29,NA,2021-11-03 20:39:23
335,Ambilobe,-13.2,49.05,74.57,86,14,3.0,MG,2021-11-03 20:39:24
336,Novobiryusinskiy,56.9578,97.7076,5.16,84,100,10.42,RU,2021-11-03 20:39:24
337,Mikkeli,61.6886,27.2723,42.91,93,90,8.05,FI,2021-11-03 20:39:24
338,Corinto,37.9407,22.9573,66.69,84,0,1.92,GR,2021-11-03 20:39:25
339,Byron Bay,-28.65,153.6167,67.05,67,98,3.6,AU,2021-11-03 20:39:25
340,Dillon,34.4166,-79.3712,59.2,38,94,11.48,US,2021-11-03 20:39:00
341,Puerto Baquerizo Moreno,-0.9,-89.6,76.19,65,40,19.57,EC,2021-11-03 20:39:25
342,Bukama,-9.2,25.85,69.55,95,38,2.53,CD,2021-11-03 20:39:26
343,Ugoofaaru,5.6667,73.0,81.86,79,96,18.9,MV,2021-11-03 20:39:26
344,Shakawe,-18.3667,21.85,86.18,18,100,2.71,BW,2021-11-03 20:39:26
345,Balkhash,46.844,74.9804,15.24,58,0,17.4,KZ,2021-11-03 20:39:27
346,Inta,66.0317,60.1659,29.3,89,100,25.81,RU,2021-11-03 20:39:27
347,Ixtapa,20.7,-105.2,87.22,72,100,4.0,MX,2021-11-03 20:39:27
348,Oktyabrskiy,54.4815,53.471,27.27,34,0,10.6,RU,2021-11-03 20:39:27
349,Sungaipenuh,-2.0833,101.3833,63.9,98,92,0.69,ID,2021-11-03 20:39:28
350,Rosemont,38.5518,-121.3647,76.15,67,1,4.61,US,2021-11-03 20:39:28
351,Bintulu,3.1667,113.0333,73.81,100,40,0.0,MY,2021-11-03 20:39:29
352,Warrington,53.3925,-2.5802,48.24,83,20,4.0,GB,2021-11-03 20:39:29
353,Luanda,-8.8368,13.2343,77.0,78,0,11.5,AO,2021-11-03 20:37:35
354,Fort Stewart,31.8722,-81.61,69.89,61,75,3.44,US,2021-11-03 20:39:29
355,Provideniya,64.3833,-173.3,11.39,81,100,12.53,RU,2021-11-03 20:39:30
356,Moche,-8.1711,-79.0092,66.38,72,0,11.5,PE,2021-11-03 20:39:30
357,Pangody,65.85,74.4859,20.91,94,100,13.51,RU,2021-11-03 20:39:31
358,Yebaishou,41.3975,119.6408,42.46,72,0,3.58,CN,2021-11-03 20:39:31
359,Mahebourg,-20.4081,57.7,73.69,83,40,6.91,MU,2021-11-03 20:39:31
360,Waddan,29.1614,16.139,77.54,19,0,5.7,LY,2021-11-03 20:39:31
361,Stornoway,58.2093,-6.3865,42.93,81,75,14.97,GB,2021-11-03 20:39:32
362,Awjilah,29.1081,21.2869,77.97,23,0,8.19,LY,2021-11-03 20:39:32
363,Yeppoon,-23.1333,150.7333,67.78,57,21,14.0,AU,2021-11-03 20:39:32
364,Yerofey Pavlovich,53.9667,121.9667,25.12,95,100,3.06,RU,2021-11-03 20:39:33
365,Iralaya,15.0,-83.2333,81.88,78,78,5.5,HN,2021-11-03 20:39:33
366,Solnechnyy,50.7214,136.6319,30.76,45,100,2.77,RU,2021-11-03 20:40:33
367,Koumac,-20.5667,164.2833,74.1,64,2,5.55,NC,2021-11-03 20:40:34
368,Borogontsy,62.6683,131.1683,20.21,96,100,7.18,RU,2021-11-03 20:40:34
369,Lac Du Bonnet,50.2536,-96.0612,41.61,38,28,7.72,CA,2021-11-03 20:40:34
370,Namatanai,-3.6667,152.4333,81.21,81,89,7.74,PG,2021-11-03 20:40:34
371,San Carlos,9.6612,-68.5827,86.9,62,61,0.69,VE,2021-11-03 20:40:35
372,Westport,41.1415,-73.3579,53.42,49,40,1.01,US,2021-11-03 20:40:35
373,Meadow Lake,34.8014,-106.5436,66.33,24,13,9.15,US,2021-11-03 20:40:35
374,Mau,25.95,83.55,67.82,52,0,4.07,IN,2021-11-03 20:40:36
375,Oistins,13.0667,-59.5333,84.29,65,20,12.66,BB,2021-11-03 20:40:36
376,Hami,42.8,93.45,45.41,32,0,1.01,CN,2021-11-03 20:40:36
377,Miastko,54.0028,16.9826,42.08,89,90,4.9,PL,2021-11-03 20:38:41
378,Ventspils,57.3894,21.5606,49.93,93,90,16.11,LV,2021-11-03 20:40:37
379,Kavaratti,10.5669,72.642,81.57,78,100,11.45,IN,2021-11-03 20:40:37
380,Alice Springs,-23.7,133.8833,65.75,100,97,0.0,AU,2021-11-03 20:40:13
381,Ciudad Bolivar,8.1222,-63.5497,88.95,51,69,9.57,VE,2021-11-03 20:40:37
382,Kuruman,-27.4524,23.4325,63.99,20,1,10.33,ZA,2021-11-03 20:40:38
383,Pundaguitan,6.3711,126.1689,82.35,76,40,3.65,PH,2021-11-03 20:40:38
384,Kamenka,51.3223,42.7678,46.4,60,100,17.56,RU,2021-11-03 20:40:38
385,Fonte Boa,-2.4959,-66.2662,87.93,61,71,0.96,BR,2021-11-03 20:40:39
386,Zheleznodorozhnyy,55.7503,38.0042,46.62,89,100,12.24,RU,2021-11-03 20:40:39
387,Vianopolis,-16.7419,-48.5164,69.49,85,100,7.99,BR,2021-11-03 20:40:40
388,Jieshi,22.8134,115.8257,72.39,83,87,13.11,CN,2021-11-03 20:40:40
389,Nome,64.5011,-165.4064,26.67,80,75,6.91,US,2021-11-03 20:40:40
390,Petropavlovsk-Kamchatskiy,53.0452,158.6483,21.79,80,0,8.95,RU,2021-11-03 20:40:41
391,Porto Walter,-8.2686,-72.7439,82.76,63,88,5.32,BR,2021-11-03 20:40:41
392,Deep River,46.1001,-77.4995,39.43,44,99,4.63,CA,2021-11-03 20:40:41
393,Kungurtug,50.5994,97.5228,1.83,77,97,4.56,RU,2021-11-03 20:40:41
394,Nampula,-15.1165,39.2666,78.75,61,0,14.97,MZ,2021-11-03 20:40:42
395,Mayumba,-3.432,10.6554,76.68,90,56,5.55,GA,2021-11-03 20:40:42
396,Brownsville,25.9018,-97.4975,87.91,58,40,5.99,US,2021-11-03 20:40:42
397,Touros,-5.1989,-35.4608,83.3,75,6,12.68,BR,2021-11-03 20:40:43
398,Shitanjing,39.2342,106.3439,41.52,35,0,5.26,CN,2021-11-03 20:40:43
399,Shaowu,27.3409,117.4831,63.9,99,100,2.13,CN,2021-11-03 20:40:43
400,Kodinsk,58.6881,99.1844,7.63,89,100,8.43,RU,2021-11-03 20:40:43
401,Tjome,59.1109,10.3933,44.13,100,100,5.75,NO,2021-11-03 20:40:44
402,Bestobe,52.4994,73.0975,12.42,90,77,5.37,KZ,2021-11-03 20:40:44
403,Batagay-Alyta,67.8006,130.4114,-15.7,91,22,5.28,RU,2021-11-03 20:40:44
404,Kumylzhenskaya,49.8809,42.5898,49.05,58,100,13.96,RU,2021-11-03 20:40:45
405,Hamilton,39.1834,-84.5333,51.6,43,40,1.01,US,2021-11-03 20:40:45
406,Severnyy,50.677,36.5532,51.84,93,90,8.95,RU,2021-11-03 20:40:45
407,College,64.8569,-147.8028,34.59,91,75,3.44,US,2021-11-03 20:40:38
408,Lavrentiya,65.5833,-171.0,23.99,94,100,11.05,RU,2021-11-03 20:40:46
409,Csorvas,46.6333,20.8333,55.58,85,100,14.7,HU,2021-11-03 20:40:46
410,Changji,44.0167,87.3167,23.79,93,90,6.71,CN,2021-11-03 20:40:46
411,Bilibino,68.0546,166.4372,-22.86,100,67,2.91,RU,2021-11-03 20:40:47
412,Adrar,20.5022,-10.0711,79.95,15,0,7.92,MR,2021-11-03 20:40:47
413,Geraldton,-28.7667,114.6,54.01,87,0,9.22,AU,2021-11-03 20:40:47
414,Nanortalik,60.1432,-45.2371,38.25,88,100,6.38,GL,2021-11-03 20:41:48
415,Taldan,53.6667,124.8,25.95,92,100,3.0,RU,2021-11-03 20:41:48
416,Pupiales,0.8714,-77.6403,54.45,89,95,3.89,CO,2021-11-03 20:41:48
417,Sinfra,6.6167,-5.9167,76.37,92,94,3.36,CI,2021-11-03 20:41:49
418,Grafton,42.207,-71.6856,50.83,46,40,1.99,US,2021-11-03 20:41:49
419,Toguchin,55.2353,84.3858,-4.65,100,97,3.29,RU,2021-11-03 20:41:49
420,Talakan,50.3167,130.3667,32.65,93,96,4.68,RU,2021-11-03 20:41:49
421,El Jicaro,14.9167,-89.9,83.73,74,93,4.56,GT,2021-11-03 20:41:50
422,Dondo,-19.6094,34.7431,78.31,94,1,3.29,MZ,2021-11-03 20:41:50
423,Shubarshi,48.5872,57.1869,26.38,32,0,15.52,KZ,2021-11-03 20:41:50
424,Roald,62.5833,6.1333,45.34,93,0,3.44,NO,2021-11-03 20:41:51
425,Huallanca,-9.8993,-76.9417,53.04,74,98,1.45,PE,2021-11-03 20:41:51
426,Chimbote,-9.0853,-78.5783,67.05,74,56,8.66,PE,2021-11-03 20:41:51
427,Harindanga,22.0383,88.3214,76.98,70,41,5.1,IN,2021-11-03 20:41:52
428,Chapada Dos Guimaraes,-15.4606,-55.7497,73.06,90,100,2.35,BR,2021-11-03 20:41:52
429,Ponta Delgada,37.7333,-25.6667,67.5,94,75,13.8,PT,2021-11-03 20:41:44
430,Quchan,37.106,58.5095,54.93,63,100,3.87,IR,2021-11-03 20:41:52
431,Cidreira,-30.1811,-50.2056,68.59,94,100,16.87,BR,2021-11-03 20:36:57
432,Broken Hill,-31.95,141.4333,56.91,77,40,13.8,AU,2021-11-03 20:41:53
433,Bagdarin,54.4333,113.6,23.04,92,82,2.59,RU,2021-11-03 20:41:53
434,Aden,12.7794,45.0367,82.31,50,7,2.3,YE,2021-11-03 20:37:38
435,La Asuncion,11.0333,-63.8628,81.14,78,100,12.48,VE,2021-11-03 20:41:53
436,Kavieng,-2.5744,150.7967,82.31,80,100,15.48,PG,2021-11-03 20:41:54
437,Mehamn,71.0357,27.8492,41.18,81,0,14.97,NO,2021-11-03 20:41:54
438,Syasstroy,60.1367,32.5691,44.62,86,100,13.94,RU,2021-11-03 20:41:54
439,Vicar,36.8316,-2.6427,59.22,41,34,8.16,ES,2021-11-03 20:41:55
440,Coruripe,-10.1256,-36.1756,79.38,84,83,18.19,BR,2021-11-03 20:41:55
441,Bonoua,5.2741,-3.595,82.02,88,59,5.17,CI,2021-11-03 20:41:55
442,San Andres,12.5847,-81.7006,86.02,70,20,10.36,CO,2021-11-03 20:41:55
443,Juneau,58.3019,-134.4197,44.83,93,90,8.05,US,2021-11-03 20:41:56
444,Bodden Town,19.2833,-81.25,86.0,79,40,1.01,KY,2021-11-03 20:41:56
445,Amuntai,-2.4177,115.2494,74.37,99,99,2.01,ID,2021-11-03 20:41:56
446,Cairns,-16.9167,145.7667,75.07,97,40,4.61,AU,2021-11-03 20:41:57
447,Margate,51.3813,1.3862,48.69,86,100,5.01,GB,2021-11-03 20:37:55
448,Ndioum,16.5129,-14.6471,94.05,19,4,7.63,SN,2021-11-03 20:41:57
449,Patrocinio,-18.9439,-46.9925,84.52,63,100,3.38,BR,2021-11-03 20:41:58
450,Itoman,26.1247,127.6694,69.82,68,20,5.75,JP,2021-11-03 20:41:58
451,Hambantota,6.1241,81.1185,78.96,85,100,12.41,LK,2021-11-03 20:41:58
452,Mahibadhoo,3.7833,72.9667,82.45,78,100,20.2,MV,2021-11-03 20:41:58
453,Hovd,48.0056,91.6419,12.09,25,100,9.95,MN,2021-11-03 20:41:59
454,Weligama,5.9667,80.4167,78.13,87,100,8.72,LK,2021-11-03 20:41:59
455,Nishihara,26.1842,127.7558,69.08,71,20,5.75,JP,2021-11-03 20:42:00
456,Great Yarmouth,52.6083,1.7305,48.94,81,100,18.12,GB,2021-11-03 20:38:35
457,Baltiysk,54.6538,19.911,46.38,82,31,10.13,RU,2021-11-03 20:42:00
458,Guiren,33.6697,118.1889,58.01,76,25,2.44,CN,2021-11-03 20:42:01
459,Poum,-20.2333,164.0167,72.61,71,19,7.4,NC,2021-11-03 20:42:01
460,Sines,37.9562,-8.8698,57.29,71,5,8.99,PT,2021-11-03 20:42:02
461,San Cristobal,7.7669,-72.225,77.18,65,100,1.5,VE,2021-11-03 20:43:03
462,Palauig,15.435,119.9045,78.85,74,49,3.71,PH,2021-11-03 20:43:03
463,Fort Nelson,58.8053,-122.7002,24.39,74,40,2.3,CA,2021-11-03 20:41:43
464,Altay,47.8667,88.1167,6.55,67,60,5.08,CN,2021-11-03 20:43:04
465,Naliya,23.2667,68.8333,78.98,33,35,6.58,IN,2021-11-03 20:43:04
466,Mangrol,21.1167,70.1167,79.36,58,100,5.14,IN,2021-11-03 20:43:04
467,Lithakia,37.7167,20.8333,64.58,76,1,11.59,GR,2021-11-03 20:43:05
468,Havoysund,70.9963,24.6622,41.88,88,100,20.98,NO,2021-11-03 20:43:05
469,Makakilo City,21.3469,-158.0858,82.62,68,90,5.75,US,2021-11-03 20:43:05
470,Hargeysa,9.56,44.065,64.85,50,16,7.9,SO,2021-11-03 20:43:06
471,Zaltan,32.947,11.8665,79.3,30,0,8.77,LY,2021-11-03 20:43:06
472,Augusto Correa,-1.0217,-46.635,79.75,81,37,5.17,BR,2021-11-03 20:43:07
473,Swan Hill,-35.3378,143.5544,57.67,87,100,10.56,AU,2021-11-03 20:43:07
474,Camocim,-2.9022,-40.8411,81.14,74,2,13.85,BR,2021-11-03 20:43:07
475,General Bravo,25.8,-99.1667,87.66,33,96,10.8,MX,2021-11-03 20:43:08
476,Flin Flon,54.7682,-101.865,42.64,45,1,4.61,CA,2021-11-03 20:43:08
477,Miranda,3.2499,-76.2281,82.53,75,63,2.95,CO,2021-11-03 20:43:09
478,Kerrville,30.0474,-99.1403,55.67,89,90,6.91,US,2021-11-03 20:43:09
479,Viedma,-40.8135,-62.9967,80.83,36,81,22.57,AR,2021-11-03 20:43:09
480,Valdivia,-39.8142,-73.2459,59.09,73,5,8.19,CL,2021-11-03 20:43:10
481,Pacific Grove,36.6177,-121.9166,77.61,68,1,4.0,US,2021-11-03 20:38:43
482,Sur,22.5667,59.5289,75.65,63,45,2.71,OM,2021-11-03 20:43:10
483,Port Townsend,48.117,-122.7605,60.04,81,100,23.0,US,2021-11-03 20:43:11
484,Vega De Alatorre,20.0333,-96.6333,79.65,64,56,7.0,MX,2021-11-03 20:43:11
485,Algiers,36.7525,3.042,58.82,77,75,4.61,DZ,2021-11-03 20:41:14
486,Huanren,41.2647,125.3667,41.23,96,56,3.18,CN,2021-11-03 20:43:12
487,Kargasok,59.0556,80.8572,8.89,85,99,8.88,RU,2021-11-03 20:43:12
488,Melfi,40.9965,15.6514,67.5,77,94,14.34,IT,2021-11-03 20:43:12
489,Kupiskis,55.8333,24.9667,44.67,94,100,11.83,LT,2021-11-03 20:43:13
490,Henties Bay,-22.116,14.2845,57.85,87,9,7.47,NA,2021-11-03 20:43:13
491,Peniche,39.3558,-9.3811,56.62,86,27,14.07,PT,2021-11-03 20:43:13
492,Omboue,-1.5746,9.2618,76.39,92,100,6.51,GA,2021-11-03 20:43:14
493,Paita,-5.0892,-81.1144,72.16,76,26,16.93,PE,2021-11-03 20:43:14
494,Pilar Do Sul,-23.8131,-47.7164,68.97,79,29,9.66,BR,2021-11-03 20:43:14
495,Harper,4.375,-7.7169,78.21,84,90,6.17,LR,2021-11-03 20:43:14
496,Arman,59.7,150.1667,21.02,92,99,5.55,RU,2021-11-03 20:43:15
497,Takaka,-40.85,172.8,54.55,44,61,11.83,NZ,2021-11-03 20:43:15
498,Tessalit,20.1986,1.0114,84.27,13,0,9.15,ML,2021-11-03 20:43:15
499,Troitskoye,52.9821,84.6757,12.94,56,100,3.53,RU,2021-11-03 20:43:16
500,Camabatela,-8.1881,15.375,64.2,88,87,3.4,AO,2021-11-03 20:43:16
501,Duldurga,50.6761,113.5931,27.46,76,39,3.18,RU,2021-11-03 20:43:16
502,Soloneshnoye,51.6544,84.3197,4.19,87,90,3.58,RU,2021-11-03 20:43:17
503,Rio Gallegos,-51.6226,-69.2181,50.05,71,75,19.57,AR,2021-11-03 20:43:17
504,Skibbereen,51.55,-9.2667,44.4,76,12,15.73,IE,2021-11-03 20:43:17
505,Kasongo-Lunda,-6.4667,16.8167,70.47,99,100,0.87,CD,2021-11-03 20:44:18
506,Maragogi,-9.0122,-35.2225,79.41,81,26,16.89,BR,2021-11-03 20:44:18
507,Port Shepstone,-30.7414,30.455,65.37,80,54,12.64,ZA,2021-11-03 20:44:18
508,Ossora,59.2353,163.0719,23.5,85,100,9.35,RU,2021-11-03 20:44:19
509,Yanam,16.7333,82.2167,74.46,96,99,5.73,IN,2021-11-03 20:44:19
510,Tuzla,44.5428,18.6694,55.36,81,75,6.91,BA,2021-11-03 20:44:19
511,Gat,31.61,34.7642,68.81,75,0,7.25,IL,2021-11-03 20:44:20
512,Sobolevo,54.4299,31.8996,46.02,85,95,12.82,RU,2021-11-03 20:44:20
513,Santa Isabel Do Rio Negro,-0.4139,-65.0192,86.23,69,99,1.68,BR,2021-11-03 20:44:20
514,Jingdezhen,29.2947,117.2079,60.91,90,88,2.17,CN,2021-11-03 20:44:20
515,Urucara,-2.5364,-57.76,83.14,69,99,0.4,BR,2021-11-03 20:44:21
516,Nuuk,64.1835,-51.7216,36.21,93,90,44.87,GL,2021-11-03 20:40:54
517,Northam,51.0333,-4.2167,48.38,79,7,10.16,GB,2021-11-03 20:44:21
518,Kajaani,64.2273,27.7285,39.25,100,90,6.91,FI,2021-11-03 20:44:21
519,Wokha,26.1,94.2667,48.54,97,24,3.29,IN,2021-11-03 20:44:22
520,Sebrovo,50.0981,43.2976,49.6,51,100,17.38,RU,2021-11-03 20:44:22
521,Tilichiki,60.4667,166.1,12.07,95,100,4.88,RU,2021-11-03 20:44:22
522,Marsh Harbour,26.5412,-77.0636,78.28,62,7,9.51,BS,2021-11-03 20:44:23
523,Pimentel,-6.8367,-79.9342,71.89,60,0,16.11,PE,2021-11-03 20:44:23
524,Innisfail,-17.5333,146.0333,76.23,79,72,11.07,AU,2021-11-03 20:44:23
525,Dengzhou,37.8086,120.7508,55.42,68,0,8.93,CN,2021-11-03 20:44:23
526,Oktyabrskoye,43.0645,44.7417,44.74,100,100,4.47,RU,2021-11-03 20:44:24
527,Bairiki,1.3292,172.9752,84.2,74,75,8.05,KI,2021-11-03 20:44:24
528,Thunder Bay,48.4001,-89.3168,37.29,59,90,4.61,CA,2021-11-03 20:44:24
529,Majengo,-5.15,38.9833,74.8,91,23,3.65,TZ,2021-11-03 20:44:25
530,Tangier,35.7806,-5.8137,61.86,72,40,6.91,MA,2021-11-03 20:42:11
531,Yancheng,33.3856,120.1253,55.81,75,57,2.77,CN,2021-11-03 20:44:25
532,Nemuro,43.3236,145.575,50.9,89,100,24.27,JP,2021-11-03 20:42:32
533,Altamira,-3.2033,-52.2064,89.69,58,40,4.61,BR,2021-11-03 20:43:53
534,Alofi,-19.0595,-169.9187,80.49,78,75,11.5,NU,2021-11-03 20:44:26
535,Doume,4.2333,13.45,67.17,98,100,1.3,CM,2021-11-03 20:44:26
536,Muzhi,65.3667,64.6667,28.4,87,100,6.98,RU,2021-11-03 20:44:26
537,Koslan,63.4564,48.8989,34.32,90,100,9.93,RU,2021-11-03 20:44:27
538,Umm Lajj,25.0213,37.2685,80.69,64,0,10.31,SA,2021-11-03 20:44:27
539,Illapel,-31.6308,-71.1653,70.2,44,6,8.43,CL,2021-11-03 20:44:27
540,Broome,42.2506,-75.833,46.02,62,90,3.0,US,2021-11-03 20:44:28
541,Svetlaya,46.5389,138.3297,39.69,82,48,5.88,RU,2021-11-03 20:44:28
542,Havelock,34.8791,-76.9013,57.94,66,40,5.01,US,2021-11-03 20:44:28
543,Madison,34.7334,-86.5667,50.94,75,90,6.91,US,2021-11-03 20:44:29
544,Maltahohe,-24.8333,16.9833,66.92,16,16,9.17,NA,2021-11-03 20:44:29
545,Meulaboh,4.1363,96.1285,75.63,90,100,3.11,ID,2021-11-03 20:44:29
546,Abha,18.2164,42.5053,58.82,23,0,4.61,SA,2021-11-03 20:44:30
547,Zhigansk,66.7697,123.3711,-8.84,97,100,9.64,RU,2021-11-03 20:44:30
548,Dudinka,69.4058,86.1778,8.29,94,100,21.99,RU,2021-11-03 20:44:30
549,Saskatoon,52.1168,-106.6345,46.17,48,20,1.99,CA,2021-11-03 20:44:07
550,Hay River,60.8156,-115.7999,46.38,49,75,11.5,CA,2021-11-03 20:44:31
551,Balagansk,54.0103,103.0544,6.85,74,100,15.82,RU,2021-11-03 20:45:31
552,Richards Bay,-28.783,32.0377,63.88,81,0,4.38,ZA,2021-11-03 20:45:31
553,Tatarskaya Kargala,51.9495,55.1731,19.42,39,0,9.31,RU,2021-11-03 20:45:31
554,Pocoes,-14.5297,-40.3653,72.19,79,100,3.91,BR,2021-11-03 20:45:32
555,Payo,-3.7508,103.6372,71.62,97,96,1.34,ID,2021-11-03 20:45:32
556,Chunskiy,56.0815,99.6342,6.66,76,100,11.88,RU,2021-11-03 20:45:32
557,Ajaccio,42.0,8.9167,57.25,82,75,6.91,FR,2021-11-03 20:45:33
558,Inuvik,68.3499,-133.7218,18.36,89,20,3.44,CA,2021-11-03 20:45:33
559,Sambava,-14.2667,50.1667,73.83,88,3,3.58,MG,2021-11-03 20:45:33
560,Bosansko Grahovo,44.1794,16.3639,57.85,96,100,15.75,BA,2021-11-03 20:45:34
561,Suntar,62.1444,117.6319,8.22,89,100,6.31,RU,2021-11-03 20:45:34
562,Luderitz,-26.6481,15.1594,58.96,61,3,15.5,NA,2021-11-03 20:45:34
563,Bandarbeyla,9.4942,50.8122,77.04,69,31,8.9,SO,2021-11-03 20:45:35
564,Senanga,-16.1167,23.2667,77.74,54,98,2.91,ZM,2021-11-03 20:45:35
565,Khor,47.8861,134.9464,32.65,69,77,3.06,RU,2021-11-03 20:45:35
566,Nova Olinda Do Norte,-3.8881,-59.0942,87.42,60,66,1.52,BR,2021-11-03 20:45:36
567,Camacha,33.0833,-16.3333,69.53,83,40,8.05,PT,2021-11-03 20:45:36
568,Hervey Bay,-25.2986,152.8535,67.03,54,45,9.44,AU,2021-11-03 20:45:36
569,Mengcheng,33.2579,116.5655,60.4,68,91,3.89,CN,2021-11-03 20:45:37
570,Thomasville,35.8826,-80.082,54.99,51,90,6.33,US,2021-11-03 20:45:37
571,Dharchula,29.85,80.5333,50.74,43,0,7.09,IN,2021-11-03 20:45:37
572,Lososina,48.9975,140.3106,34.48,86,70,3.15,RU,2021-11-03 20:45:37
573,Paramonga,-10.6667,-77.8333,67.75,76,56,9.13,PE,2021-11-03 20:45:38
574,Labuhan,-6.8844,112.2051,80.22,80,97,1.83,ID,2021-11-03 20:45:38
575,Rabo De Peixe,37.8,-25.5833,67.28,98,75,11.5,PT,2021-11-03 20:45:38
576,Lokosovo,61.1333,74.8167,16.66,80,100,13.35,RU,2021-11-03 20:45:39
577,Prince Rupert,54.3161,-130.3201,47.89,84,100,9.22,CA,2021-11-03 20:41:58
578,Mahanoro,-19.9,48.8,73.54,93,4,7.85,MG,2021-11-03 20:45:39
579,Banda Aceh,5.5577,95.3222,78.87,80,97,0.45,ID,2021-11-03 20:45:39
580,Constitucion,-35.3333,-72.4167,54.41,73,100,12.48,CL,2021-11-03 20:45:40
581,Japura,-0.3167,102.35,73.42,99,92,2.39,ID,2021-11-03 20:45:40
582,Saldanha,-33.0117,17.9442,59.05,85,5,7.2,ZA,2021-11-03 20:45:40
583,Banjarmasin,-3.3244,114.591,75.61,94,100,2.48,ID,2021-11-03 20:45:41
584,Dabat,12.9842,37.765,55.47,54,16,2.44,ET,2021-11-03 20:45:41
585,Arenillas,41.3471,-2.8462,35.82,81,7,9.19,ES,2021-11-03 20:45:41
586,Qasigiannguit,68.8193,-51.1922,35.85,76,71,13.04,GL,2021-11-03 20:45:42
587,Karratha,-20.7377,116.8463,71.2,71,13,7.94,AU,2021-11-03 20:45:42
588,Boyolangu,-8.1181,111.8935,75.72,92,67,0.31,ID,2021-11-03 20:45:42
589,Lasa,46.6166,10.7002,44.06,98,100,2.95,IT,2021-11-03 20:45:42
590,Agirish,61.9247,63.0231,22.69,79,91,12.03,RU,2021-11-03 20:45:43
591,The Valley,18.217,-63.0578,84.06,78,75,12.66,AI,2021-11-03 20:45:43
592,Bajil,15.0584,43.2851,83.62,48,11,1.54,YE,2021-11-03 20:45:44
593,Dehloran,32.6941,47.2679,80.37,30,95,4.72,IR,2021-11-03 20:45:44
